"	trà gừng","1","0","1","6","0","0","18","9","4","17","9","10","4","6","9","27","11","1","0","16","6","4","0","11","16","1","7","7","4","0","5","9","0","0","4","2","13","1","0","6","0","0","0","9","4","15","6","0","10","4","15","0","4","0","0","0","0","0","0","9","17","1","10","17","22","16","0","8","2","0","0","16","0","0","0","27","3","7","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	monster 8","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","204","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","141","24","0","0","0","54","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	gas","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37","69","56","21","78","57","131","14","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	kim chi","1","5","4","1","5","1","7","18","0","2","10","17","10","7","3","11","6","7","1","7","6","3","2","2","5","11","5","6","2","8","5","5","0","6","5","10","2","6","11","9","2","5","9","8","8","2","6","4","4","5","6","0","8","6","7","8","4","10","7","3","6","2","8","8","21","2","6","2","3","1","13","5","3","1","2","3","13","1","0","0","0","0","7","1","5","1","0","1","3","0","0"
"	probi","8","6","4","11","5","5","3","4","2","13","0","2","3","9","1","10","3","4","1","0","5","8","3","1","14","4","1","0","3","1","1","5","0","4","2","2","5","3","14","0","3","9","1","2","5","1","5","3","9","4","3","8","8","5","4","6","11","3","13","3","2","8","0","10","6","3","1","11","7","3","2","2","6","8","6","7","16","17","8","7","4","2","11","10","2","3","1","4","6","5","8"
"	sôcôla","1","9","3","17","3","22","0","0","0","0","2","0","2","4","5","1","0","0","0","0","0","1","0","1","2","0","0","4","0","0","17","11","0","0","11","1","6","0","0","6","0","0","0","44","12","31","27","0","49","16","0","0","35","0","0","0","0","12","5","4","15","7","10","6","5","0","0","2","2","0","15","1","2","0","10","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	bào ngư tươi sống","1","0","9","0","7","8","8","0","0","8","6","5","1","4","5","6","6","3","2","7","6","1","4","2","5","8","3","8","2","6","6","7","6","9","10","1","0","4","6","4","7","6","3","7","8","10","13","13","8","3","4","5","4","5","5","9","3","6","2","6","7","5","5","4","6","3","4","10","4","5","4","4","7","5","17","14","1","5","4","3","10","5","1","1","2","0","3","3","4","3","0"
"	mì siukay","5","16","7","9","0","12","6","6","6","14","9","9","3","2","13","10","6","0","0","0","7","11","4","6","3","5","3","6","1","5","5","1","3","6","10","12","7","2","3","1","4","0","0","4","10","2","2","0","6","1","19","1","4","3","2","10","6","8","1","12","2","2","16","3","6","1","4","5","12","4","11","20","3","7","12","6","4","12","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	óc chó","12","6","27","18","2","1","16","14","16","0","17","0","8","21","15","0","0","0","0","5","10","12","8","8","1","0","9","2","0","0","0","0","0","0","5","0","0","0","0","10","0","0","0","7","14","2","10","0","0","32","1","0","6","13","0","0","0","16","0","11","9","0","6","0","9","0","0","0","0","0","0","10","0","0","4","28","30","6","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	sữa bịch","4","8","3","12","1","0","3","2","6","3","15","1","11","4","10","12","10","0","0","0","17","11","16","2","6","0","14","3","15","0","8","5","6","0","5","0","14","6","15","2","0","0","0","29","20","5","14","0","4","5","0","0","8","0","0","8","0","5","2","1","8","21","2","12","11","0","0","2","3","0","7","5","0","0","9","5","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	vinacafe","2","5","3","4","4","2","0","7","1","10","7","1","7","7","11","5","4","0","5","1","0","1","2","3","5","0","4","3","0","1","7","0","3","5","4","3","0","8","5","6","3","11","8","4","0","6","9","5","10","2","8","12","15","2","19","7","11","6","7","5","0","1","1","1","3","4","3","6","2","8","3","3","11","3","3","2","15","4","6","7","13","4","11","4","2","10","5","9","8","7","1"
"	mỳ ly","0","8","9","2","0","0","0","2","3","5","13","1","6","11","6","1","0","0","2","0","18","6","9","3","13","0","0","16","5","0","13","23","2","0","0","0","32","21","17","0","0","0","0","9","14","4","0","0","7","15","0","9","9","2","5","8","2","9","2","1","2","7","6","12","9","12","6","2","6","3","4","4","8","12","2","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	snack khoai tây","4","6","2","0","0","3","3","4","3","3","1","0","3","14","4","3","0","19","0","0","0","1","10","8","6","1","3","2","3","0","10","6","0","12","8","0","9","9","9","7","3","3","2","9","33","2","13","0","10","11","4","8","0","3","4","8","9","4","24","7","3","6","24","8","7","0","1","0","7","1","6","11","9","3","5","17","5","7","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	khoai lang sấy","9","14","7","5","5","0","9","0","0","15","2","2","2","11","1","3","3","6","2","7","5","3","6","12","14","9","6","14","0","12","10","5","4","0","0","8","1","7","7","11","12","1","4","1","6","2","12","13","7","6","13","10","10","8","2","1","0","15","2","4","3","2","3","3","3","4","7","8","6","9","6","2","4","1","8","4","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	revive","0","0","0","17","0","19","17","15","6","23","11","0","6","39","1","20","2","0","0","0","0","12","5","11","0","0","0","4","4","0","10","9","14","0","0","0","0","3","14","24","2","0","0","14","24","3","0","0","0","0","0","0","0","0","0","0","0","2","0","0","24","2","15","11","0","0","17","16","0","0","13","15","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	sữa chua đà lạt milk","4","7","3","7","7","5","8","3","5","4","2","4","11","14","10","9","0","4","10","1","1","4","11","11","1","3","4","6","9","0","8","16","14","1","5","9","3","0","0","8","7","3","3","0","2","0","1","4","2","4","5","2","5","4","9","6","2","17","2","2","1","2","5","1","4","6","5","2","1","5","16","1","1","3","3","3","5","3","5","0","1","14","9","5","9","6","4","3","5","3","3"
"	dầu ăn 5 lít","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","65","3","21","5","0","28","11","0","22","1","0","0","18","23","0","5","2","9","10","19","11","2","0","19","13","0","23","26","1","0","0","32","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	bột chiên giòn","3","16","2","5","9","48","16","9","6","9","2","5","25","10","2","10","7","0","0","6","21","2","16","1","6","0","5","6","6","5","24","9","0","0","3","0","5","2","15","8","6","0","2","3","3","0","3","4","5","1","0","0","2","9","0","9","5","9","0","3","10","3","6","3","0","0","0","0","0","0","3","8","4","2","4","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	gà ủ muối kiều văn thái","3","1","6","1","1","2","2","1","0","0","1","2","3","3","1","1","2","2","1","1","8","8","3","7","1","7","13","8","6","20","5","9","7","1","7","9","6","5","6","4","9","7","10","10","11","6","5","2","6","3","4","4","3","2","5","5","7","13","3","4","0","5","0","7","5","2","4","2","4","7","9","4","4","4","6","12","4","2","6","3","9","7","12","7","4","0","6","4","5","7","0"
"	cam sành","3","0","16","4","0","0","3","2","4","6","1","3","0","4","1","2","7","3","4","3","3","3","3","0","5","2","2","20","8","0","0","1","0","1","2","5","5","7","6","0","11","2","6","9","15","4","0","1","5","13","1","10","7","11","7","6","10","6","3","5","9","5","7","4","4","11","4","4","1","7","7","14","5","6","13","2","6","8","4","4","5","2","5","5","3","7","2","9","4","5","1"
"	danisa","14","8","7","7","6","9","2","13","8","5","2","10","2","3","2","0","3","4","0","2","11","10","17","2","20","0","2","1","3","3","11","8","6","5","8","2","1","2","5","10","2","0","13","12","3","8","1","0","1","3","5","13","3","8","0","3","3","4","6","4","6","1","2","2","2","1","0","4","5","2","2","4","3","4","1","1","9","5","1","29","0","0","1","3","6","11","2","6","3","0","0"
"	lotte mart quận 7","1","2","18","6","7","8","4","3","2","14","3","11","12","6","0","3","5","2","0","4","7","5","2","6","2","3","6","5","4","14","15","21","1","8","4","5","4","8","8","0","4","0","1","4","21","5","2","8","5","10","2","0","5","0","14","1","1","10","2","3","3","4","0","6","3","4","4","2","0","6","2","0","2","1","6","8","5","0","2","12","0","7","1","2","9","5","1","1","6","2","0"
"	nho xanh","16","9","4","7","16","2","4","3","7","5","8","1","4","8","4","1","9","1","7","1","9","3","0","1","3","8","2","0","1","1","2","4","3","3","3","3","9","4","8","3","3","0","1","1","9","6","0","5","0","1","1","1","0","6","10","0","3","2","3","11","1","2","9","11","0","14","10","15","5","2","7","4","7","6","6","5","2","9","1","16","3","10","17","4","8","3","5","5","2","2","0"
"	mì lẩu thái","0","7","1","5","11","6","3","15","0","6","0","5","11","10","5","1","2","13","3","0","9","9","0","1","3","8","5","0","9","2","4","1","1","1","2","0","15","24","1","6","6","8","0","10","11","3","5","14","6","1","10","1","3","8","10","3","11","5","8","9","1","4","5","2","10","1","4","2","4","17","4","9","3","8","12","2","6","7","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	pizza 4p","1","16","14","9","11","8","1","3","7","0","3","24","0","6","6","4","9","5","10","4","14","1","0","6","3","10","3","2","4","6","1","5","3","5","1","14","6","5","3","6","2","2","4","1","3","2","11","2","1","10","5","7","5","2","3","2","2","4","0","5","3","9","2","4","1","11","4","12","6","3","4","1","1","4","7","2","2","5","11","3","4","3","3","11","0","0","4","2","2","2","0"
"	khoai tây chiên đông lạnh","1","2","1","2","2","2","0","19","0","4","2","3","0","1","5","1","12","9","3","3","2","2","5","7","7","1","1","4","2","2","4","1","5","6","16","6","2","8","7","5","1","5","2","5","6","5","6","4","0","2","3","4","4","12","20","18","22","5","2","10","3","4","3","4","1","3","0","2","1","1","1","16","4","1","2","1","16","4","4","2","2","2","17","7","10","6","2","4","1","13","0"
"	gà","3","2","0","7","7","7","0","4","3","1","5","2","12","4","7","5","3","1","0","0","2","3","1","2","2","0","4","6","0","5","12","4","4","0","1","0","9","0","14","1","7","8","3","2","4","13","4","3","4","7","0","4","2","4","6","4","5","4","20","10","2","9","7","8","3","6","4","9","2","0","9","14","0","13","8","6","9","6","2","10","5","5","6","5","6","7","6","0","5","7","1"
"	aquarius","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","2","9","18","2","8","8","18","14","11","17","8","0","0","8","0","6","0","0","0","14","8","11","11","17","2","0","6","6","24","0","0","3","24","6","12","0","2","0","14","10","0","2","11","6","1","11","8","3","0","15","12","9","3","16","8","5","3","0","4","1","0","0","0","0","0","0","4","0","0","0"
"	sữa không đường","18","15","14","0","0","0","0","9","16","6","0","0","7","21","4","0","0","0","0","0","0","20","0","0","0","0","8","8","7","0","20","5","0","0","6","0","17","8","31","5","5","0","0","24","27","22","16","0","0","7","12","1","4","2","0","0","0","23","3","13","1","0","6","0","4","0","0","5","2","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	rau","1","2","3","5","9","11","4","1","2","8","3","5","9","12","3","6","12","1","9","13","6","0","7","3","8","8","5","14","13","2","5","2","6","2","3","3","3","1","6","1","13","7","2","5","3","3","1","1","4","9","1","1","1","2","1","10","10","14","5","4","5","3","4","7","0","0","2","4","5","2","1","7","7","5","4","2","2","4","4","2","6","4","1","2","1","9","6","9","3","10","0"
"	coffee mate","0","5","17","3","0","10","2","1","0","3","8","0","4","4","5","1","3","0","0","0","8","7","6","11","13","1","4","6","0","0","2","5","6","0","1","0","10","8","9","10","1","3","2","8","19","7","7","7","17","12","5","16","6","16","8","3","5","2","2","5","4","3","17","4","2","3","6","3","3","5","18","3","2","10","5","7","3","7","0","0","2","1","2","0","1","0","0","0","0","0","0"
"	chà bông ponnie","3","11","23","9","7","8","18","12","18","11","3","11","4","14","20","11","18","0","0","0","10","6","12","9","6","1","7","4","10","1","9","4","0","10","6","2","2","5","5","9","0","0","0","0","0","7","7","4","5","4","0","0","1","5","8","11","2","4","0","10","5","4","1","3","4","4","3","1","0","0","1","13","3","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	cosy","11","3","3","7","4","10","11","1","2","9","2","4","2","33","7","0","0","2","5","3","5","3","1","11","2","5","3","2","3","16","5","6","4","9","1","6","4","3","1","12","2","5","7","2","5","1","8","3","4","10","11","6","10","2","2","0","9","2","3","7","6","0","8","5","1","4","0","5","14","3","2","10","5","4","6","5","4","6","0","0","0","6","11","0","6","1","0","2","0","0","0"
"	đường đen","6","10","4","5","6","14","0","17","6","11","15","0","1","6","3","3","1","16","13","0","19","19","3","12","11","0","12","4","10","0","14","16","2","0","23","0","4","0","5","5","0","0","0","23","10","8","6","20","0","2","0","0","1","0","1","1","0","6","0","4","2","13","2","4","7","1","0","4","0","0","5","14","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	meat deli","3","9","3","4","1","5","1","4","2","8","3","3","7","7","2","2","4","4","9","5","2","0","4","8","2","0","3","12","3","5","4","1","6","7","9","2","6","3","8","4","6","5","11","7","7","5","6","0","5","3","6","11","9","0","7","5","0","3","2","3","5","3","5","6","2","2","2","3","0","15","7","7","2","4","2","8","8","8","1","6","5","3","11","1","5","3","5","5","12","6","0"
"	mỳ","5","9","5","0","1","3","2","3","16","7","2","8","3","9","5","0","8","10","17","0","3","0","7","3","5","5","3","11","18","1","1","16","26","7","4","1","1","4","3","6","0","2","0","1","4","4","5","12","11","11","0","5","4","13","4","6","1","6","2","6","5","0","1","0","2","1","1","6","8","3","16","10","12","3","22","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	chuối","6","0","1","2","2","0","0","3","4","7","12","3","5","3","2","0","2","7","3","0","0","9","8","6","6","12","16","4","5","7","11","1","1","1","3","8","0","3","6","8","3","1","7","2","2","4","7","12","8","3","12","0","1","3","6","6","0","0","10","5","1","4","5","6","10","10","12","5","10","1","2","5","1","2","4","3","4","3","4","1","18","2","12","5","3","3","2","1","12","1","5"
"	lifebouy","7","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","19","11","3","0","0","8","22","1","9","9","1","0","0","0","12","0","0","5","0","0","0","10","62","0","8","3","7","1","17","7","9","0","0","4","3","29","17","8","6","14","1","5","14","2","12","0","2","0","1","3","16","4","3","7","30","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	bigc","7","13","7","12","13","18","13","6","20","14","3","10","1","5","0","1","7","11","3","4","5","10","7","11","7","10","5","7","0","0","4","4","2","1","1","1","5","6","1","2","5","1","7","6","11","2","5","2","1","2","9","12","5","1","2","2","1","6","3","0","4","2","2","1","1","2","2","6","3","12","2","4","4","7","2","2","3","4","6","2","0","1","0","1","3","1","0","3","4","1","1"
"	nước trái cây","1","9","1","1","0","3","14","5","2","3","37","6","4","11","1","1","3","10","1","5","1","18","4","10","1","0","16","9","2","1","2","13","0","0","8","0","3","6","7","1","2","0","8","11","16","6","3","9","3","4","0","4","10","1","7","17","13","4","7","11","3","6","3","8","6","0","2","4","5","2","1","6","8","4","4","1","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	sườn non chay","3","5","3","16","11","4","3","3","6","4","6","8","1","5","7","2","2","1","1","4","6","3","6","4","7","2","1","6","1","5","10","1","1","7","1","9","17","3","4","1","5","0","3","3","11","0","2","0","4","3","16","0","3","6","16","3","14","2","0","5","5","5","4","3","11","12","5","11","13","4","1","9","11","9","15","11","2","6","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	sườn xám","19","7","5","14","0","6","20","14","14","11","12","9","24","2","11","13","6","5","0","5","7","5","11","3","5","0","8","12","2","8","10","10","0","0","3","0","1","2","2","7","2","0","2","7","7","5","15","4","7","2","4","0","0","7","1","5","0","1","1","1","1","0","3","4","1","7","2","0","8","3","1","1","1","1","0","0","1","0","0","2","3","1","4","2","3","2","0","1","2","4","0"
"	táo tàu","1","6","4","18","0","2","0","12","5","4","4","0","16","8","7","8","6","1","4","0","5","7","3","6","5","11","10","6","0","0","0","2","3","1","2","3","2","0","6","7","0","1","4","4","1","17","9","8","7","3","3","0","16","6","0","19","8","8","6","8","3","8","3","7","7","0","5","7","16","3","13","11","2","3","3","7","7","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	phở","7","6","5","2","1","4","2","6","0","3","9","2","8","8","2","5","5","11","20","3","0","2","0","2","1","2","2","12","5","15","3","11","1","6","1","2","5","4","0","6","18","5","16","0","4","4","0","6","2","3","8","12","2","6","11","9","5","5","6","8","7","3","8","7","2","14","8","0","1","3","1","4","8","7","3","7","8","2","0","1","4","0","0","0","0","0","0","0","1","0","0"
"	cá hộp","1","1","10","11","0","10","23","9","7","4","7","0","24","4","8","3","5","0","0","7","4","4","6","3","10","0","11","0","2","3","4","4","0","0","11","1","2","5","35","9","0","0","0","7","21","12","4","0","3","12","1","0","4","4","3","3","0","12","1","2","2","1","10","9","1","0","0","0","0","0","17","9","10","1","7","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	strongbow","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57","32","0","0","0","0","0","49","11","0","34","72","41","10","0","72","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	big c - trường chinh","0","0","0","5","0","0","0","0","0","0","0","0","0","0","5","6","3","3","6","6","4","1","2","2","7","5","3","10","0","10","3","6","1","0","4","9","15","9","3","3","0","1","5","4","2","1","1","1","9","3","3","5","1","5","4","7","2","6","11","7","9","8","2","5","23","23","5","19","20","11","6","8","6","7","1","6","10","8","3","0","8","0","7","1","4","1","0","2","2","2","0"
"	simply 5l","4","2","1","5","0","0","1","6","1","2","0","0","0","10","20","6","2","0","0","0","0","1","12","9","11","2","9","5","15","0","1","13","21","0","6","0","6","2","6","3","0","0","12","11","33","7","6","3","2","8","0","2","0","6","9","1","0","1","0","2","6","0","3","0","4","5","5","3","9","6","5","13","11","3","4","7","36","3","0","0","0","0","0","0","0","7","0","0","0","0","0"
"	tỏi cô đơn","4","3","3","17","2","5","9","5","3","3","0","3","6","8","4","0","2","4","12","0","4","1","2","2","3","6","1","4","0","9","0","1","9","1","1","1","2","0","16","2","5","3","3","7","1","6","0","9","3","3","3","6","4","2","5","5","1","8","4","3","2","6","4","1","10","34","6","2","6","1","15","4","3","13","8","0","4","2","3","9","6","4","4","0","0","11","0","6","9","0","2"
"	khoai lang mật","2","7","3","3","5","2","13","0","11","2","6","0","3","3","2","1","9","0","4","3","3","3","4","2","1","9","1","8","3","6","9","6","0","1","10","6","1","0","3","1","1","4","10","3","4","8","4","3","2","5","2","0","2","2","8","42","2","8","6","7","3","2","8","9","3","4","5","16","15","7","0","7","8","6","1","4","7","3","0","5","3","1","0","1","1","1","1","0","4","10","0"
"	revive chanh muối","4","1","8","4","0","0","4","8","6","11","17","0","1","11","7","9","4","0","0","0","0","0","3","3","13","0","12","25","20","8","0","11","4","0","13","0","25","38","6","0","1","0","0","28","25","5","0","0","0","0","0","0","0","0","0","0","0","9","0","7","2","0","7","14","5","0","0","4","0","0","4","14","6","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	tiger bia","0","0","0","0","0","0","0","17","32","1","17","5","16","41","33","0","0","0","0","0","0","30","15","24","4","0","0","11","2","0","0","0","0","0","3","2","0","0","22","20","3","0","0","0","0","0","30","0","0","9","8","0","0","0","6","0","0","0","0","0","0","0","11","9","9","4","0","0","0","0","4","12","0","0","0","2","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	sữa đặc có đường","5","0","1","0","0","0","3","0","8","2","15","8","0","8","0","0","0","1","0","2","2","5","23","3","3","0","3","12","5","0","2","6","0","1","3","0","4","1","6","2","1","0","0","6","16","3","18","2","6","0","0","0","1","14","3","9","0","15","0","11","4","10","2","9","11","9","1","8","0","0","9","19","0","0","17","10","39","22","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	lựu","6","3","5","2","2","13","8","5","3","1","0","0","2","6","4","2","0","3","7","0","3","6","2","3","0","2","5","5","5","4","1","10","0","2","3","1","7","13","9","4","4","10","13","4","4","10","3","4","2","5","3","1","6","2","14","0","3","2","6","5","0","1","0","3","11","1","3","2","0","5","9","5","2","6","5","4","8","8","17","6","4","13","1","4","3","2","1","1","7","18","0"
"	bánh tráng phơi sương","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","8","0","0","0","0","0","0","0","0","0","0","0","0","0","92","2","0","0","0","0","0","0","0","0","77","9","0","0","0","0","0","0","0","0","0","0","47","10","0","0","0","0","0","0","0","0","0","126","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	simply 1l","3","2","0","16","3","0","8","0","0","0","0","0","0","7","0","2","0","0","0","0","0","6","1","0","0","0","11","16","4","0","19","31","0","0","0","0","9","21","17","3","0","0","0","1","13","9","3","10","6","11","6","0","0","5","1","0","0","17","7","13","12","2","13","5","11","5","0","21","2","0","6","12","12","2","4","6","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	nho mẫu đơn","2","1","0","3","3","1","1","1","1","1","0","0","1","4","7","0","3","0","0","0","8","13","3","3","2","1","0","1","2","0","1","0","0","0","2","1","1","0","0","2","1","0","3","1","5","2","1","7","4","4","8","9","3","13","3","7","3","3","10","11","3","1","16","4","9","7","0","6","5","4","11","2","5","2","5","7","4","17","4","26","20","12","11","7","9","8","21","1","7","1","3"
"	cozy","1","8","2","2","0","1","3","2","0","13","4","0","4","8","5","7","2","0","0","14","3","9","1","11","4","6","1","7","0","0","7","0","3","8","0","2","9","0","1","2","0","4","1","1","8","6","5","1","4","16","2","8","5","3","0","6","4","5","10","8","3","4","2","3","6","11","19","18","9","12","8","8","7","2","3","11","8","2","5","4","1","0","0","6","4","0","0","0","0","0","0"
"	kéo","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","1","0","22","3","21","3","0","24","1","36","13","25","28","30","25","2","0","24","0","0","30","44","3","0","21","19","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	sữa kun","0","10","22","0","0","0","12","0","0","0","15","3","25","6","30","0","0","0","0","18","0","11","9","25","0","0","21","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81","9","0","12","1","0","0","0","0","0","0","18","2","0","0","0","4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","15","0","0","0","0"
"	cherry mỹ","0","1","15","0","0","2","1","0","2","1","0","7","5","1","0","0","2","5","7","5","17","5","15","3","0","3","7","3","6","0","2","0","4","1","13","4","3","4","17","7","10","1","9","6","5","5","8","4","10","20","1","4","7","4","2","4","3","14","27","10","9","0","9","6","6","2","1","9","3","1","0","3","0","1","1","2","0","3","1","2","0","1","2","0","3","1","0","11","1","0","2"
"	bánh ăn sáng","19","15","0","3","0","0","9","14","6","14","16","1","6","36","2","4","18","5","0","0","0","3","0","4","11","0","11","3","5","0","9","3","0","0","16","1","0","1","0","11","0","0","0","1","13","4","15","0","20","6","0","5","4","9","3","0","0","9","1","2","14","0","13","7","1","0","0","0","5","0","5","6","0","0","11","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	xúc xích vissan","13","15","15","2","7","2","1","1","3","3","2","1","1","1","5","2","3","5","8","0","2","1","11","1","6","3","3","1","13","4","6","7","2","5","19","2","0","0","3","0","8","0","4","3","8","2","0","1","0","4","1","2","1","0","1","0","7","4","2","1","2","4","1","4","14","2","11","3","13","6","9","3","1","4","12","9","6","10","3","7","6","3","2","6","8","8","4","0","2","9","0"
"	khô cá dứa","1","5","13","2","10","1","7","3","0","1","1","3","0","4","5","1","2","0","1","5","1","0","3","3","5","8","1","8","2","3","10","5","4","1","3","1","10","6","5","2","1","3","2","10","2","12","2","9","10","4","7","7","0","0","0","6","6","13","5","5","10","1","9","0","4","10","29","1","13","1","7","0","3","1","4","1","9","0","3","4","4","7","4","4","1","10","1","2","2","3","0"
"	sữa meadow fresh","4","7","3","12","1","0","3","7","6","8","3","6","13","12","0","3","3","1","0","3","1","3","1","1","2","0","2","4","0","0","4","13","2","10","7","2","0","4","2","12","3","9","10","7","21","13","12","12","1","4","7","2","6","5","0","1","1","11","3","3","10","9","3","12","11","3","4","0","2","11","6","11","8","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	kinh đô","4","3","0","0","0","0","0","1","1","0","1","4","0","2","3","4","3","2","2","0","3","1","3","3","1","1","0","6","6","1","0","2","4","2","6","1","2","1","1","4","9","1","4","9","6","4","2","3","4","7","10","6","10","12","9","12","19","16","3","14","12","12","29","22","21","2","0","21","1","0","0","34","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	TKNCANHDONGVANG","0","0","0","0","0","0","0","0","0","0","0","0","391","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	da heo","2","4","3","8","10","0","9","3","3","2","2","0","10","4","9","4","0","2","15","7","1","9","6","13","11","8","1","4","5","8","8","1","2","3","3","3","6","6","5","8","0","3","8","3","8","13","25","9","4","9","3","4","12","6","4","1","0","5","3","5","6","20","3","3","5","0","0","3","2","0","3","2","1","0","1","1","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	pocari","0","0","0","13","5","7","2","7","3","0","0","0","3","9","0","0","2","0","0","0","9","6","7","11","19","1","0","7","21","3","0","15","0","0","2","0","7","0","5","8","1","0","0","20","13","0","1","0","0","1","0","0","11","1","0","0","0","12","7","5","0","3","10","0","14","0","0","9","2","0","24","23","20","16","4","11","2","3","0","0","0","0","0","0","0","0","0","10","0","0","0"
"	cua nâu nauy","3","1","1","0","0","7","6","2","0","2","3","5","3","6","6","2","2","3","4","28","8","11","9","3","20","10","11","12","14","11","2","3","10","4","2","6","2","0","0","2","4","1","6","0","11","4","3","9","3","7","6","1","5","4","8","2","7","1","2","5","1","4","0","1","5","6","4","3","0","1","5","1","7","4","2","3","1","3","6","1","1","1","1","2","2","1","2","5","7","1","0"
"	xylitol","5","14","2","2","0","0","0","2","9","0","7","0","3","2","0","3","5","2","4","2","8","3","8","1","6","3","0","13","6","2","6","2","6","3","0","5","14","10","4","7","0","9","10","1","1","15","0","6","7","4","2","1","11","0","0","0","9","2","1","0","1","0","13","1","5","28","9","5","13","3","3","3","3","8","3","0","3","6","1","12","4","2","1","0","8","5","0","0","0","4","2"
"	xí muội","3","14","17","6","0","0","0","13","20","3","7","0","12","16","10","23","5","1","0","13","0","6","3","3","0","1","22","11","0","0","0","0","0","0","3","1","0","4","17","29","3","0","0","0","0","6","3","0","4","0","0","0","0","0","0","0","0","12","2","0","9","0","14","13","18","1","0","13","0","0","0","16","0","5","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
